0;1;2
342;29;4.0
343;13;4.0
343;15;4.0
344;30;4.0
344;13;4.0
345;22;5.0
346;43;4.0
347;34;4.0
348;19;4.0
349;22;4.0
350;2;3.0
351;24;3.0
352;27;5.0
352;48;3.0
353;23;3.0
353;25;4.0
354;18;4.0
355;16;4.0
355;6;4.0
356;8;4.0
356;30;4.0
357;9;4.0
357;16;4.0
358;1;4.0
358;44;3.0
359;12;5.0
360;31;4.0
360;5;4.0
361;13;5.0
362;39;5.0
362;41;4.0
363;10;5.0
363;20;4.0
364;23;5.0
365;6;3.0
366;15;3.0
367;48;4.0
368;26;4.0
368;7;5.0
369;3;3.0
369;29;4.0
370;16;4.0
370;25;4.0
371;35;5.0
372;33;4.0
373;39;4.0
374;9;4.0
375;24;4.0
376;35;3.0
377;25;5.0
378;45;4.0
379;13;4.0
379;6;4.0
380;4;4.0
380;43;4.0
381;32;3.0
381;5;4.0
382;9;4.0
383;34;4.0
383;35;4.0
384;2;4.0
385;0;4.0
386;11;4.0
387;38;5.0
388;16;4.0
388;34;4.0
389;44;4.0
390;31;4.0
391;30;4.0
391;31;5.0
392;4;4.0
392;19;4.0
393;12;4.0
393;26;4.0
394;47;3.0
395;27;3.0
396;15;4.0
397;23;4.0
397;44;3.0
398;39;4.0
399;9;3.0
400;9;4.0
401;47;4.0
401;27;4.0
402;5;5.0
402;16;5.0
403;33;4.0
403;31;4.0
404;24;4.0
404;35;4.0
405;35;5.0
406;2;4.0
406;6;4.0
407;46;5.0
408;35;4.0
408;49;4.0
409;34;4.0
409;41;4.0
410;30;4.0
410;4;3.0
411;22;4.0
412;20;4.0
413;36;5.0
414;20;4.0
415;21;4.0
415;9;5.0
416;8;5.0
416;46;4.0
417;2;5.0
417;4;4.0
418;34;3.0
418;42;4.0
419;24;5.0
420;31;4.0
421;13;4.0
422;30;4.0
423;34;5.0
423;45;5.0
424;9;3.0
425;9;4.0
426;37;3.0
426;47;4.0
427;16;4.0
428;39;4.0
428;36;4.0
429;30;4.0
429;31;4.0
430;6;5.0
431;8;5.0
431;45;5.0
432;9;4.0
433;13;3.0
433;34;4.0
434;40;3.0
435;19;4.0
435;6;4.0
436;6;4.0
436;32;5.0
437;15;4.0
437;31;4.0
438;10;4.0
439;22;4.0
439;34;4.0
440;26;4.0
441;31;4.0
441;47;4.0
442;22;4.0
443;47;4.0
444;35;4.0
444;33;5.0
445;23;4.0
445;49;3.0
446;4;4.0
447;2;5.0
448;24;4.0
449;1;4.0
449;44;3.0
450;6;5.0
451;15;3.0
452;21;5.0
453;5;4.0
453;44;4.0
454;9;4.0
455;43;4.0
456;40;4.0
457;7;4.0
457;14;3.0
458;48;3.0
459;46;4.0
460;16;3.0
461;31;4.0
461;30;4.0
462;34;4.0
462;36;3.0
463;41;4.0
464;4;4.0
464;19;4.0
465;6;5.0
465;19;4.0
466;48;4.0
467;6;3.0
467;20;4.0
468;5;4.0
469;27;4.0
469;12;5.0
470;28;5.0
470;16;3.0
471;34;4.0
472;13;3.0
472;34;5.0
473;40;3.0
473;27;3.0
474;32;5.0
474;19;3.0
475;23;4.0
475;8;4.0
476;34;4.0
476;7;2.0
477;26;4.0
477;24;4.0
478;31;5.0
479;19;5.0
480;30;4.0
481;49;5.0
482;12;4.0
483;44;3.0
484;31;3.0
484;19;4.0
485;2;5.0
486;6;4.0
487;37;4.0
487;45;4.0
488;44;4.0
489;30;4.0
490;45;5.0
490;24;4.0
491;34;4.0
491;41;4.0
492;5;4.0
493;2;4.0
493;34;4.0
494;20;5.0
495;35;4.0
495;31;4.0
496;24;5.0
496;48;4.0
497;7;5.0
498;48;4.0
498;23;5.0
499;44;4.0
