0;1;2
122;25;4.0
123;40;4.0
123;36;3.0
124;25;4.0
124;34;4.0
125;31;4.0
125;40;4.0
126;39;5.0
126;40;5.0
127;26;5.0
128;23;4.0
128;14;4.0
129;44;4.0
129;19;4.0
130;11;4.0
130;45;5.0
131;17;4.0
131;41;4.0
132;36;4.0
133;37;4.0
133;6;3.0
134;8;4.0
134;2;4.0
135;31;4.0
135;23;5.0
136;6;5.0
136;37;5.0
137;11;4.0
137;0;4.0
138;22;4.0
139;11;4.0
140;33;4.0
140;6;4.0
141;8;4.0
141;5;4.0
142;44;4.0
142;12;5.0
143;33;4.0
144;23;4.0
144;40;5.0
145;0;4.0
146;3;4.0
146;8;4.0
147;0;4.0
147;17;3.0
148;15;4.0
148;36;4.0
149;31;4.0
150;8;5.0
151;44;4.0
151;35;5.0
152;25;4.0
154;0;4.0
155;34;4.0
155;41;4.0
156;26;5.0
156;47;4.0
157;13;3.0
157;17;4.0
158;40;3.0
158;39;4.0
159;46;3.0
159;49;3.0
160;8;4.0
161;48;3.0
162;23;3.0
163;8;3.0
163;27;3.0
164;29;4.0
164;28;4.0
165;3;5.0
166;36;4.0
167;15;4.0
167;26;5.0
168;40;4.0
169;49;4.0
169;0;4.0
170;49;4.0
170;6;4.0
171;16;3.0
172;12;4.0
173;13;4.0
173;18;4.0
176;0;5.0
176;35;4.0
178;45;4.0
178;21;3.0
179;30;5.0
180;25;4.0
181;4;3.0
181;20;5.0
182;20;4.0
183;20;4.0
183;8;4.0
184;24;4.0
184;36;4.0
185;8;4.0
186;48;4.0
187;49;4.0
187;34;3.0
188;27;4.0
188;23;3.0
189;13;3.0
189;33;3.0
191;0;3.0
192;47;4.0
192;43;4.0
193;21;4.0
193;0;4.0
194;0;4.0
195;45;4.0
195;4;4.0
196;28;4.0
197;31;4.0
197;0;4.0
198;9;4.0
198;46;4.0
200;49;4.0
201;19;4.0
201;3;4.0
202;1;4.0
202;19;4.0
203;16;4.0
203;18;4.0
204;3;3.0
205;22;4.0
205;40;4.0
206;47;4.0
207;33;4.0
207;13;4.0
208;26;4.0
208;14;4.0
209;28;4.0
210;20;4.0
210;33;4.0
212;47;4.0
212;16;4.0
213;45;5.0
214;2;4.0
215;6;4.0
215;41;4.0
216;25;5.0
217;27;4.0
218;22;4.0
218;46;4.0
219;20;5.0
219;0;4.0
220;28;4.0
220;13;4.0
221;40;4.0
221;42;3.0
222;13;4.0
222;11;2.0
223;6;5.0
224;13;4.0
225;5;4.0
225;46;3.0
226;6;4.0
226;13;5.0
227;13;4.0
227;21;4.0
229;44;4.0
229;33;3.0
230;30;4.0
230;4;5.0
231;28;4.0
232;0;4.0
233;26;4.0
233;47;4.0
234;5;4.0
234;11;3.0
235;9;5.0
236;46;5.0
237;44;4.0
237;8;4.0
238;30;5.0
238;28;4.0
239;9;5.0
239;4;3.0
240;1;4.0
241;49;3.0
241;0;4.0
242;26;4.0
244;18;4.0
244;8;3.0
245;20;3.0
246;29;3.0
246;22;4.0
248;24;3.0
249;36;5.0
249;21;3.0
250;30;4.0
251;14;4.0
251;45;5.0
252;46;4.0
253;1;3.0
253;13;4.0
254;3;5.0
254;6;4.0
255;43;4.0
255;11;4.0
256;13;5.0
257;0;4.0
258;16;4.0
260;7;3.0
261;33;3.0
262;38;4.0
263;3;3.0
263;24;4.0
264;41;5.0
264;34;4.0
265;20;4.0
265;27;4.0
266;12;4.0
266;17;4.0
267;46;4.0
268;45;4.0
268;39;5.0
269;37;4.0
270;36;4.0
271;45;5.0
271;35;3.0
272;47;4.0
272;0;4.0
273;35;4.0
274;28;4.0
274;37;4.0
275;22;5.0
275;23;4.0
276;39;3.0
276;26;3.0
277;40;4.0
278;26;4.0
278;30;4.0
279;35;4.0
279;7;4.0
282;23;4.0
282;0;4.0
283;13;4.0
284;40;3.0
284;8;3.0
285;47;5.0
286;13;4.0
286;19;3.0
287;45;4.0
289;33;4.0
289;1;5.0
290;19;4.0
291;17;4.0
291;42;3.0
292;17;4.0
293;17;4.0
293;36;4.0
294;27;4.0
294;8;4.0
295;14;5.0
295;30;5.0
296;49;5.0
296;8;4.0
297;19;4.0
297;47;3.0
299;5;4.0
299;9;5.0
300;2;4.0
300;45;4.0
301;18;4.0
301;33;4.0
302;21;4.0
303;14;5.0
303;23;4.0
304;9;4.0
304;34;3.0
305;48;3.0
306;45;4.0
306;43;5.0
307;4;3.0
308;8;5.0
308;4;3.0
309;49;4.0
310;31;4.0
310;1;4.0
313;39;4.0
314;8;4.0
315;48;5.0
315;6;4.0
316;24;4.0
317;45;4.0
318;8;4.0
319;22;4.0
320;24;4.0
320;14;4.0
321;47;4.0
322;3;4.0
322;15;4.0
323;24;4.0
323;25;5.0
324;15;4.0
326;30;4.0
327;45;4.0
328;5;4.0
328;28;4.0
329;11;4.0
329;41;5.0
330;26;4.0
330;33;4.0
331;47;3.0
332;20;3.0
332;3;3.0
333;39;4.0
333;34;3.0
334;8;4.0
335;26;5.0
336;44;4.0
337;34;4.0
338;41;4.0
339;25;4.0
339;20;5.0
340;8;4.0
341;8;4.0
341;34;4.0
342;37;4.0
343;16;5.0
344;45;4.0
345;6;5.0
346;33;4.0
347;0;4.0
347;29;4.0
348;1;4.0
349;11;4.0
349;22;4.0
350;43;3.0
351;13;4.0
351;45;4.0
352;29;4.0
352;43;4.0
354;6;3.0
355;45;4.0
356;6;5.0
356;28;3.0
357;25;4.0
357;8;4.0
358;39;5.0
359;8;3.0
359;33;4.0
360;48;4.0
360;26;4.0
361;19;4.0
361;44;4.0
362;15;5.0
364;46;5.0
365;42;4.0
366;0;4.0
366;33;5.0
368;3;4.0
370;18;4.0
370;6;4.0
371;34;4.0
371;11;4.0
372;8;3.0
372;37;5.0
373;17;4.0
374;37;5.0
374;15;4.0
375;24;5.0
375;7;5.0
376;46;5.0
376;8;4.0
377;36;4.0
377;17;5.0
378;42;3.0
378;43;3.0
379;44;4.0
380;28;4.0
381;34;3.0
382;37;4.0
382;24;4.0
383;2;4.0
384;22;4.0
385;18;4.0
385;3;5.0
386;29;4.0
387;18;4.0
387;16;5.0
388;29;4.0
389;43;4.0
390;25;4.0
390;9;4.0
391;46;4.0
391;43;3.0
392;11;3.0
393;47;5.0
394;6;4.0
394;20;4.0
395;20;4.0
395;42;4.0
396;6;5.0
398;33;4.0
398;1;4.0
399;20;5.0
399;49;4.0
400;19;5.0
400;41;4.0
401;0;4.0
401;13;4.0
402;43;4.0
402;12;4.0
403;7;4.0
403;17;4.0
404;28;4.0
404;3;4.0
405;35;4.0
406;44;4.0
407;34;4.0
408;19;5.0
409;6;4.0
410;36;3.0
411;46;3.0
412;11;4.0
412;25;4.0
413;19;3.0
414;24;4.0
414;41;4.0
416;44;5.0
417;1;4.0
417;2;4.0
419;14;3.0
420;30;4.0
421;27;3.0
422;4;4.0
422;16;3.0
424;29;4.0
424;38;4.0
425;42;4.0
425;17;4.0
426;14;4.0
428;22;4.0
429;5;4.0
430;9;3.0
431;46;5.0
432;27;4.0
433;13;4.0
434;27;5.0
434;23;4.0
435;0;4.0
435;23;5.0
436;19;4.0
438;13;4.0
439;12;4.0
440;45;4.0
441;22;4.0
442;40;4.0
443;21;4.0
445;6;4.0
446;28;4.0
446;37;4.0
447;44;3.0
447;26;4.0
449;9;4.0
449;8;4.0
450;45;4.0
451;44;4.0
452;8;3.0
453;13;4.0
455;26;4.0
455;12;4.0
456;38;5.0
456;28;4.0
459;35;3.0
460;44;4.0
461;20;4.0
461;37;4.0
462;40;5.0
463;25;4.0
463;38;4.0
464;25;4.0
465;28;4.0
465;13;5.0
466;7;3.0
466;2;4.0
467;44;4.0
467;49;4.0
468;38;4.0
468;35;5.0
469;27;4.0
469;16;4.0
470;41;3.0
470;19;4.0
471;25;4.0
472;22;4.0
474;17;5.0
474;21;4.0
475;25;4.0
478;48;4.0
481;40;4.0
481;33;4.0
482;27;4.0
483;0;4.0
484;47;4.0
484;48;3.0
485;41;3.0
485;33;3.0
486;10;5.0
487;15;4.0
487;23;4.0
488;49;3.0
488;35;5.0
490;14;3.0
490;18;4.0
491;8;4.0
491;12;4.0
492;8;3.0
493;5;3.0
494;6;4.0
495;28;4.0
496;29;4.0
497;19;4.0
497;26;4.0
499;37;4.0
